serviceType, lac-cid, lat, long, attributes
2007, 9484-924,23.116280,113.282600, 4397
2007, 10332-13971,0.000000,0.000000, 3956
2007, 9500-30143,23.096592,113.283597, 3454
2007, 9426-15107,23.129330,113.345020, 3389
2007, 10009-37181,23.128670,113.227290, 2959
7001, 9664-23575,0.000000,0.000000, 16374807
7001, 9429-14884,0.000000,0.000000, 5912297
7001, 9506-48341,23.641190,113.632870, 5197266
7001, 10016-51129,23.069230,113.349020, 4766456
7001, 9455-54492,0.000000,0.000000, 2418702
7001, 9493-38585,23.129910,113.380660, 2037054
7001, 10322-16216,23.309880,113.359620, 1954985
7001, 9445-46021,0.000000,0.000000, 1433751
7001, 9477-12578,23.275830,113.225350, 1123035
7001, 9736-50088,0.000000,0.000000, 613508
7003, 9475-21855,23.173530,113.456000, 239882855
7003, 9426-50925,23.116620,113.353470, 1210797
7003, 9451-57516,23.142340,113.281150, 168810
7003, 10031-14613,0.000000,0.000000, 1864
7003, 10319-16121,23.275620,113.363870, 1698
7003, 9739-40194,0.000000,0.000000, 1207
7003, 10035-10585,23.234410,113.261790, 1207
7003, 9491-25294,23.100359,113.359916, 956
7003, 9479-30101,23.153540,113.343110, 925
7003, 9745-25122,0.000000,0.000000, 912
19084, 9470-58607,0.000000,0.000000, 124654
19084, 10003-17823,23.222382,113.240738, 56924
19084, 10003-57024,23.221270,113.244510, 50607
19084, 10003-43821,0.000000,0.000000, 39861
19084, 10003-43823,0.000000,0.000000, 39506
19084, 10003-12591,23.222580,113.240520, 26023
19084, 10003-43822,0.000000,0.000000, 19319
19084, 10320-12864,23.216180,113.247160, 14606
19084, 10003-17821,23.222382,113.240738, 13326
19084, 10316-52864,0.000000,0.000000, 13314
19166, 9488-29384,23.130280,113.303310, 8187
19166, 9481-52851,23.106293,113.245692, 3767
19166, 10031-23549,0.000000,0.000000, 1208
19166, 9451-38125,23.136590,113.275830, 565
19166, 10310-56678,0.000000,0.000000, 472
19166, 9487-41492,23.145150,113.211310, 424
19166, 9475-46191,23.169080,113.429270, 236
19166, 10299-33786,23.116320,113.360900, 236
19166, 10329-56968,23.175230,113.266140, 122
19166, 9451-38124,23.136590,113.275830, 113
10079, 10033-48681,0.000000,0.000000, 2461975
10079, 9999-33732,23.166660,113.318160, 3612
10079, 9741-23077,0.000000,0.000000, 2775
10079, 9434-36347,0.000000,0.000000, 2648
10079, 9741-65408,0.000000,0.000000, 2635
10079, 9447-45139,0.000000,0.000000, 2622
10079, 9734-29246,23.157570,113.230760, 2205
10079, 10302-51104,23.060710,113.522450, 2205
10079, 9508-27467,23.128200,113.266400, 2030
10079, 9477-11053,23.310860,113.195860, 1520
19085, 9437-30997,23.133180,113.255090, 32436
19085, 10022-44544,0.000000,0.000000, 12818
19085, 10009-18987,23.120830,113.237200, 612
19085, 10031-49791,0.000000,0.000000, 306
19085, 9481-11231,23.093326,113.254384, 244
19085, 9434-36353,0.000000,0.000000, 244
19085, 10009-37181,23.128670,113.227290, 244
19085, 9495-38707,23.140310,113.318630, 122
19085, 9480-53343,23.098090,113.360250, 122
19085, 9448-21777,23.277180,113.232410, 122
19041, 9731-180,23.203080,113.268820, 42826
19041, 10040-21201,23.190330,113.432860, 22860
19041, 10329-51601,23.158470,113.262870, 15096
19041, 9746-52457,23.164760,113.220350, 13150
19041, 9746-15646,23.164050,113.224450, 9764
19041, 9746-15643,23.164050,113.224450, 6676
19041, 9748-12574,23.672490,113.438620, 5188
19041, 10323-36414,0.000000,0.000000, 3658
19041, 10321-17771,0.000000,0.000000, 1062
19041, 10299-17106,23.129720,113.371090, 660
16012, 9432-22767,0.000000,0.000000, 69147
16012, 9481-52744,23.098410,113.250660, 53820
16012, 10042-33355,23.137290,113.365520, 50694
16012, 9467-65441,23.108840,113.219560, 39657
16012, 9469-26095,23.099270,113.319950, 37873
16012, 9425-52504,0.000000,0.000000, 13117
16012, 9458-65467,23.047930,113.215110, 12991
16012, 9664-23576,0.000000,0.000000, 12810
16012, 9745-17785,0.000000,0.000000, 7384
16012, 10313-52705,23.108970,113.239090, 816
10083, 10024-65403,0.000000,0.000000, 6204
10083, 10309-65413,0.000000,0.000000, 3876
10083, 9473-56854,0.000000,0.000000, 1734
10083, 9449-29139,23.410000,113.305280, 1652
10083, 9493-10851,23.125090,113.375420, 1152
10083, 10326-13439,0.000000,0.000000, 820
10083, 10017-20807,23.122170,113.304500, 671
10083, 9444-36109,0.000000,0.000000, 396
10083, 9452-57588,23.124170,113.283430, 306
10083, 10009-19002,23.127780,113.260000, 306
2020, 9464-22349,23.335830,113.520270, 5791319
2020, 10307-32289,0.000000,0.000000, 2877920
2020, 10023-15716,0.000000,0.000000, 2536735
2020, 10328-44164,0.000000,0.000000, 1923221
2020, 9444-16179,0.000000,0.000000, 1855067
2020, 9481-35771,23.093740,113.261090, 1724504
2020, 9423-51596,23.117500,113.307800, 815260
2020, 9692-22678,0.000000,0.000000, 813318
2020, 10305-12885,23.249180,113.297470, 330588
2020, 10332-31789,0.000000,0.000000, 327904
10085, 10310-18124,0.000000,0.000000, 272239
10085, 10004-38217,23.199280,113.330190, 225037
10085, 9438-19207,23.097440,113.300820, 217149
10085, 9742-50945,0.000000,0.000000, 182972
10085, 10015-48561,23.106470,113.540940, 166677
10085, 9436-29317,23.116380,113.247580, 163499
10085, 10323-36196,0.000000,0.000000, 121354
10085, 9426-41057,0.000000,0.000000, 96589
10085, 9448-12799,23.278890,113.245560, 95634
10085, 10007-21885,0.000000,0.000000, 71821
10086, 9741-34187,0.000000,0.000000, 237830
10086, 9482-44412,23.109720,113.264400, 28554
10086, 10009-19002,23.127780,113.260000, 4722
10086, 10313-45997,23.114450,113.249650, 4578
10086, 10321-38939,23.337480,113.292720, 4506
10086, 9479-14456,23.158100,113.326230, 4152
10086, 10329-34344,23.155010,113.267300, 3100
10086, 10317-16858,23.162430,113.259410, 3092
10086, 9734-51341,23.157430,113.245230, 3022
10086, 10312-16748,23.125905,113.241447, 2671
19047, 10026-40939,23.206300,113.360450, 7234349
19047, 9743-18973,0.000000,0.000000, 6109708
19047, 9422-15844,23.200900,113.360620, 3550874
19047, 9438-26166,23.089824,113.302309, 3429986
19047, 9422-33691,23.201180,113.357170, 2866349
19047, 9438-26146,23.089824,113.302309, 1043972
19047, 9425-26417,23.200830,113.388620, 14121
19047, 10009-41434,0.000000,0.000000, 7956
19047, 10022-24773,0.000000,0.000000, 5927
19047, 10325-18251,23.169610,113.351100, 3114
2024, 10009-19057,23.109430,113.264200, 11932491
2024, 9429-65428,0.000000,0.000000, 1269551
2024, 10307-47127,0.000000,0.000000, 482394
2024, 10021-59152,0.000000,0.000000, 392307
2024, 9469-12928,23.100290,113.332154, 141018
2024, 10009-19027,23.118070,113.259790, 35337
2024, 9422-56024,23.204400,113.363060, 23576
2024, 9484-29381,23.120830,113.265230, 22447
2024, 9731-45992,23.219130,113.288360, 11510
2024, 9457-48651,0.000000,0.000000, 4130
1003, 10325-16586,23.169610,113.351100, 2252673
1003, 9441-33611,0.000000,0.000000, 31999
1003, 10026-38649,23.204950,113.365960, 23392
1003, 9458-65460,23.093611,113.214013, 20028
1003, 10306-52327,0.000000,0.000000, 19980
1003, 10013-65404,23.207080,113.214290, 19260
1003, 10315-29732,23.154170,113.250640, 18939
1003, 9458-15459,23.078400,113.228804, 18292
1003, 10013-65416,23.236770,113.185790, 17000
1003, 9458-15462,23.078400,113.228804, 16636
18002, 9467-25832,23.115430,113.206870, 3015596
18002, 9464-27133,0.000000,0.000000, 2267647
18002, 10015-32121,23.115110,113.537960, 832222
18002, 10021-17748,0.000000,0.000000, 176518
18002, 9467-65416,23.111420,113.201030, 58160
18002, 9508-31979,23.120970,113.270840, 47634
18002, 9466-15078,23.177500,113.339700, 46818
18002, 10313-52685,23.112480,113.252210, 37479
18002, 10325-15743,23.165690,113.356730, 36874
18002, 10320-53113,23.213940,113.263650, 33147
2011, 10317-14859,23.158140,113.249790, 53129
2011, 9466-19422,23.174070,113.329890, 48125
2011, 9462-55709,23.086600,113.257760, 43811
2011, 10038-26632,23.178260,113.487450, 10721
2011, 10004-31654,23.178960,113.327230, 3804
2011, 10329-34244,23.162750,113.274030, 2582
2011, 10318-47221,23.175570,113.241480, 1773
2011, 10039-23942,23.414190,113.527340, 1290
2011, 9453-31502,23.134720,113.262500, 1268
2011, 10300-3484,0.000000,0.000000, 1236
10098, 9457-51192,0.000000,0.000000, 11690
10098, 10039-23994,23.433940,113.536120, 2696
10098, 10333-24326,0.000000,0.000000, 2040
10098, 9736-45584,0.000000,0.000000, 1938
10098, 10315-54295,23.148550,113.260800, 1329
10098, 9496-65503,0.000000,0.000000, 1326
10098, 10332-13971,0.000000,0.000000, 1014
10098, 9748-54554,23.698420,113.411660, 724
10098, 9466-25469,23.172580,113.340890, 714
10098, 9436-25823,23.118670,113.246720, 610
2036, 9748-16373,23.602960,113.437040, 48471
2036, 10324-28262,23.553520,113.582780, 44847
2036, 9425-15204,23.193880,113.411010, 44318
2036, 9731-17946,23.205540,113.271050, 38799
2036, 9455-21242,0.000000,0.000000, 18158
2036, 9475-22194,23.140840,113.438860, 9162
2036, 10310-28718,23.385400,113.188100, 7317
2036, 10009-10507,0.000000,0.000000, 7083
2036, 9448-16613,23.277180,113.232410, 2943
2036, 9422-56024,23.204400,113.363060, 2541
10102, 10043-18962,23.143100,113.309020, 777947
10102, 10043-18961,23.143100,113.309020, 727064
10102, 10034-30881,23.134490,113.388990, 339615
10102, 9484-53734,0.000000,0.000000, 115065
10102, 9506-12615,23.652780,113.653890, 38089
10102, 9731-33687,23.211680,113.281420, 30224
10102, 10312-16739,23.125549,113.240912, 12284
10102, 9484-29382,23.120830,113.265230, 11888
10102, 10039-28401,23.530840,113.605270, 9731
10102, 10328-43231,0.000000,0.000000, 9397
6008, 9452-57588,23.124170,113.283430, 225496596
6008, 10009-19057,23.109430,113.264200, 88318461
6008, 9441-25619,0.000000,0.000000, 60900169
6008, 9429-65428,0.000000,0.000000, 16247812
6008, 10317-11771,23.158230,113.250840, 11423148
6008, 10036-49056,23.240540,113.297560, 10930532
6008, 9508-27852,23.126230,113.269900, 7570414
6008, 9448-25188,23.270920,113.283040, 4578989
6008, 9731-41,23.192870,113.277610, 4506709
6008, 10329-40555,23.183290,113.273780, 2886501
19065, 10037-24073,0.000000,0.000000, 354
19065, 10314-29695,23.081300,113.310300, 118
19065, 10026-13305,23.215890,113.372840, 118
19065, 10300-3454,0.000000,0.000000, 114
19065, 9432-16031,0.000000,0.000000, 91
19065, 9745-25538,0.000000,0.000000, 0
19065, 9736-46031,23.038720,113.321640, 0
19065, 9729-13982,23.156390,113.340620, 0
19065, 9493-38586,23.129910,113.380660, 0
19065, 9458-65406,23.082520,113.216700, 0
11002, 10306-12755,0.000000,0.000000, 18143
11002, 9741-65407,0.000000,0.000000, 3733
11002, 9482-29697,23.104950,113.274790, 3377
11002, 9496-59877,0.000000,0.000000, 2502
11002, 9742-65450,0.000000,0.000000, 992
11002, 9451-38125,23.136590,113.275830, 678
11002, 9452-27758,23.126160,113.283090, 472
11002, 9438-19211,23.097440,113.300820, 426
11002, 9452-27168,23.127540,113.287340, 380
11002, 10044-51325,23.569730,113.575000, 352
19068, 10305-52226,23.254330,113.296730, 1464
19068, 10015-45501,23.117640,113.543130, 718
19068, 10332-12144,0.000000,0.000000, 596
19068, 9451-38125,23.136590,113.275830, 565
19068, 9459-13997,23.135520,113.353000, 515
19068, 9429-17685,0.000000,0.000000, 488
19068, 9487-41492,23.145150,113.211310, 424
19068, 10015-40137,23.098970,113.536610, 236
19068, 9481-11316,23.106293,113.245692, 220
19068, 10038-51822,0.000000,0.000000, 216
10109, 9454-37828,23.091270,113.292940, 454169
10109, 9429-17664,0.000000,0.000000, 353680
10109, 10322-59018,23.312710,113.342880, 128744
10109, 9441-18067,23.062720,113.350550, 30939
10109, 9470-33001,23.144260,113.316130, 30110
10109, 10009-19007,23.111390,113.235300, 29523
10109, 9422-15845,23.200900,113.360620, 10828
10109, 10327-33723,23.163300,113.311980, 7217
10109, 10031-39319,0.000000,0.000000, 7092
10109, 10306-65412,0.000000,0.000000, 6042
11007, 10310-15004,0.000000,0.000000, 2433
11007, 9741-50802,0.000000,0.000000, 1622
11007, 10320-23935,23.210350,113.263730, 1509
11007, 10309-17662,0.000000,0.000000, 734
11007, 10030-25608,23.117832,113.242244, 542
11007, 9486-17887,23.208680,113.267290, 456
11007, 10040-33241,23.188300,113.443000, 254
11007, 10023-53137,0.000000,0.000000, 252
11007, 10030-21881,23.118610,113.243300, 236
11007, 9487-41492,23.145150,113.211310, 204
