lac-cid,lat,long 
9472-52494,23.13383,113.33839
42261-29053,23.37631,113.193315
42261-29052,23.37631,113.193315
10326-52298,0.0,0.0
10326-52299,23.001038,113.300062
42260-11141,23.22384,113.27604
42260-11143,23.22384,113.27604
42260-11142,23.22384,113.27604
9455-41726,0.0,0.0
9455-41727,0.0,0.0
9455-41724,0.0,0.0
9455-41725,0.0,0.0
10326-52297,0.0,0.0
42259-55492,0.0,0.0
42259-55491,0.0,0.0
42261-61133,23.40792,113.22802
10015-55603,0.0,0.0
42261-61131,23.40792,113.22802
9748-53971,23.63643,113.53771
9748-53973,23.63643,113.53771
9748-53972,23.63643,113.53771
42266-32661,23.087941,113.269967
42266-32662,23.087941,113.269967
42266-47881,23.152304,113.246615
10015-55601,0.0,0.0
42259-16137,23.16084,113.41442
42259-16136,23.16084,113.41442
42259-16138,23.16084,113.41442
42266-8781,23.17561,113.24504
42266-8782,23.17561,113.24504
42266-8783,23.17561,113.24504
42288-18111,0.0,0.0
9437-36758,23.14076,113.25691
9495-42649,23.14007,113.31867
42266-38431,23.112464,113.272425
9495-42641,23.14007,113.31867
9734-1031,23.15542,113.24478
9734-1033,23.15542,113.24478
9734-1032,23.15542,113.24478
42266-8256,23.16476,113.22035
42266-8253,0.0,0.0
9475-52979,23.15974,113.45105
9475-52978,23.15974,113.45105
42266-8258,23.16476,113.22035
42266-8259,23.16476,113.22035
10003-19807,23.19983,113.24485
42268-41031,22.950383,113.35605
9479-36221,23.15686,113.32554
10003-19808,23.19983,113.24485
10008-51139,0.0,0.0
42259-29312,0.0,0.0
9481-52731,23.10415,113.2585
10013-25747,23.20634,113.20305
42265-57461,23.12168,113.30151
10015-42104,23.12124,113.52003
10015-42105,23.12124,113.52003
42259-50611,0.0,0.0
9479-20202,23.15031,113.36783
9479-20203,23.15031,113.36783
10315-16978,23.14406,113.25045
10315-16977,23.14406,113.25045
10315-16975,23.14406,113.25045
10315-16974,23.14406,113.25045
9448-25188,23.27092,113.28304
9448-25189,23.27092,113.28304
9448-25187,23.27092,113.28304
10026-49151,23.24004,113.33678
10026-49152,23.24004,113.33678
9486-39885,23.20398,113.26411
10039-23991,23.39243,113.54315
10039-23994,23.43394,113.53612
10039-23997,23.47976,113.55097
42259-19342,23.140152,113.403535
42266-35141,23.118155,113.259603
42266-35142,23.118155,113.259603
9439-54317,0.0,0.0
9730-20537,23.0659,113.50074
10034-24534,23.12333,113.40333
42261-11593,23.46722,113.1542
42269-16686,23.06858,113.52118
42269-16687,23.06858,113.52118
10318-14266,23.18481,113.22497
9424-24844,23.102645,113.366596
10321-26892,23.34785,113.2916
10321-26893,23.34785,113.2916
10321-26891,23.34785,113.2916
42265-34651,0.0,0.0
10038-11537,0.0,0.0
10033-24738,23.16488,113.41653
9489-51637,0.0,0.0
9495-31111,23.13452,113.32181
42260-8557,23.19659,113.32594
42260-8556,23.19659,113.32594
42259-44741,23.146589,113.341452
42260-8552,23.20868,113.26728
42260-8551,23.20868,113.26728
42259-44742,23.146589,113.341452
42265-33391,23.124687,113.302683
42260-9601,0.0,0.0
42260-9602,0.0,0.0
42260-9603,0.0,0.0
9483-28731,23.117,113.43234
9483-28733,23.117,113.43234
9483-28732,23.117,113.43234
9483-28735,23.10042,113.43018
9483-28734,23.10042,113.43018
9483-28736,23.10042,113.43018
10333-53278,23.392641,113.198872
42259-43911,23.143746,113.331234
42259-43912,23.143746,113.331234
9425-57664,23.1976,113.39586
10326-41227,0.0,0.0
10044-40003,23.5871,113.5524
10044-40002,23.5665,113.54995
10326-41228,22.981161,113.312478
9999-33742,23.16987,113.31138
9440-10555,23.27443,113.19826
9440-10554,23.27822,113.20032
9440-10557,23.27443,113.19826
9440-10556,23.27443,113.19826
9440-10551,23.2749,113.20769
42265-47811,0.0,0.0
42259-17731,0.0,0.0
9462-26191,23.0795,113.26966
9462-26194,23.08242,113.27109
9739-10629,22.924386,113.329801
10313-21727,23.10638,113.2438
9492-24116,23.105612,113.2922
10329-37777,23.17256,113.26335
9492-24114,23.105612,113.2922
42265-38012,23.123581,113.278576
42265-38011,23.123581,113.278576
10333-38611,23.391921,113.202043
42261-15607,23.40896,113.41484
42261-15606,23.40896,113.41484
42261-15608,23.40896,113.41484
10003-51505,23.23678,113.24142
10003-51504,23.23678,113.24142
10003-51506,23.23678,113.24142
9454-57791,23.090622,113.291613
9742-31768,0.0,0.0
9454-57792,0.0,0.0
9454-57794,23.09042,113.29144
9740-40568,0.0,0.0
9692-21968,0.0,0.0
10332-47325,22.85983,113.427897
10326-11989,22.973412,113.3039
9742-31767,23.179364,113.844207
9740-40561,22.973012,113.322174
10038-26647,23.13259,113.51204
10038-26648,23.13259,113.51204
10038-26649,23.13259,113.51204
42288-15731,23.30447,113.82176
42288-15732,23.30447,113.82176
42288-15733,23.30447,113.82176
9470-23328,23.14471,113.32949
10016-20968,23.06745,113.33957
9470-23321,23.14767,113.32267
9470-23323,23.14767,113.32267
9470-23322,23.14767,113.32267
9675-45492,22.931824,113.317322
9470-23327,23.14471,113.32949
9675-45493,0.0,0.0
42266-22901,23.11398,113.25675
9487-49402,23.149425,113.220363
42269-56191,23.0984,113.470349
9496-11755,23.11101,113.55455
9496-11756,23.11101,113.55455
9441-21208,0.0,0.0
9441-21209,23.018667,113.357207
42259-7263,0.0,0.0
9445-18054,0.0,0.0
9462-19197,23.07166,113.27997
9461-54437,0.0,0.0
42261-14548,23.51908,113.254
9461-54432,0.0,0.0
42288-21971,0.0,0.0
42260-12351,23.19414,113.33154
9461-54438,22.96298,113.391428
42260-12353,23.19414,113.33154
42260-12352,23.19414,113.33154
42266-57901,23.07708,113.268799
10309-65491,0.0,0.0
10328-41617,23.19406,113.27101
10328-41614,23.18377,113.26536
10309-65492,22.788883,113.387534
10328-41611,23.17203,113.25816
9445-18056,0.0,0.0
42268-44651,22.944771,113.365409
10004-53083,0.0,0.0
10321-47185,23.33855,113.23652
10321-47184,23.33855,113.23652
10321-47186,23.33855,113.23652
9441-21207,0.0,0.0
9462-31107,23.07745,113.27527
10315-35787,23.15262,113.25693
42266-5556,23.15706,113.24715
10036-42101,23.22045,113.29285
10036-42103,23.22045,113.29285
10036-42102,23.22045,113.29285
9496-45419,0.0,0.0
9462-31109,23.07745,113.27527
9462-31108,23.07745,113.27527
42268-59282,22.91996,113.35455
42268-59283,22.91996,113.35455
42268-59281,22.91996,113.35455
42259-13293,0.0,0.0
42259-13292,0.0,0.0
9483-34086,23.126,113.416
9483-34084,23.126,113.416
9483-34085,23.126,113.416
9496-45418,0.0,0.0
42261-13832,23.38096,113.20025
42261-13833,23.38096,113.20025
42261-13831,23.38096,113.20025
9479-30331,23.15272,113.32992
9454-47305,23.08905,113.29084
9447-11899,0.0,0.0
9475-25921,23.17532,113.4457
42267-40811,23.03788,113.34095
9440-51905,23.26811,113.21147
9440-51904,23.26811,113.21147
9440-51906,23.26811,113.21147
10307-34371,23.485119,113.199496
10307-34372,0.0,0.0
10307-34373,23.483026,113.195162
9441-38411,23.042107,113.373622
9431-36366,22.944853,113.398335
42289-16331,23.55502,113.5831
42289-16332,23.55502,113.5831
42289-16333,23.55502,113.5831
42265-2552,23.11266,113.29646
42265-2553,23.11266,113.29646
42265-2551,23.11266,113.29646
9741-61481,23.125265,113.646054
9741-61483,23.126827,113.650186
9741-61482,0.0,0.0
9741-61485,0.0,0.0
10305-15776,23.25007,113.28031
10305-15775,23.25007,113.28031
10305-15774,23.25007,113.28031
9447-11897,0.0,0.0
9496-32627,23.114318,113.552978
10317-20187,23.15351,113.2581
9492-54766,23.10047,113.28575
9492-54765,23.10047,113.28575
9492-54764,23.10047,113.28575
9496-32628,0.0,0.0
9451-57516,23.14234,113.28115
42265-47061,23.127275,113.286195
9451-57514,23.14234,113.28115
9451-57515,23.14234,113.28115
9459-44277,23.14956,113.35764
9435-59394,0.0,0.0
10323-32154,0.0,0.0
10323-32155,0.0,0.0
10323-32156,0.0,0.0
10323-32151,23.301697,113.821536
10323-32152,23.299585,113.820259
9459-44278,23.14956,113.35764
10004-23024,23.18193,113.33135
10004-23025,23.18193,113.33135
10004-23026,23.18193,113.33135
10004-23021,23.19754,113.33489
10004-23022,23.19754,113.33489
10004-23023,23.19754,113.33489
9451-55911,0.0,0.0
9451-55912,0.0,0.0
10303-32869,0.0,0.0
42265-14601,23.13259,113.3129
42265-14602,23.13259,113.3129
42265-14603,23.13259,113.3129
9692-36423,0.0,0.0
9692-36421,0.0,0.0
10014-43663,0.0,0.0
10014-43662,23.138958,113.22451
42289-10477,23.60556,113.66083
42289-10476,23.60556,113.66083
9749-14568,23.096209,113.236536
10034-39051,23.14233,113.41141
10323-28627,23.29139,113.8258
10323-28628,23.29139,113.8258
42289-10478,23.60556,113.66083
42288-22316,0.0,0.0
42288-22317,0.0,0.0
10044-56378,0.0,0.0
42267-5301,22.99167,113.39278
42267-5302,22.99167,113.39278
42267-5303,22.99167,113.39278
42288-22318,0.0,0.0
10021-56924,0.0,0.0
10021-56925,0.0,0.0
10021-56922,0.0,0.0
10021-56923,0.0,0.0
10021-56921,0.0,0.0
42267-22641,22.947537,113.290528
10030-21877,23.11861,113.2433
42259-17222,0.0,0.0
42259-17223,0.0,0.0
42259-17221,0.0,0.0
42266-12472,23.10536,113.24137
42266-12471,23.10536,113.24137
10040-15245,23.20995,113.41451
10040-15244,23.20995,113.41451
10040-15247,23.23094,113.51338
10040-15246,23.20995,113.41451
10040-15241,23.22483,113.45834
42266-7842,23.1022,113.2161
42266-7843,23.1022,113.2161
42266-7841,23.1022,113.2161
10015-51033,23.09711,113.53542
9449-29331,23.42458,113.311
9449-29332,23.42458,113.311
9449-29333,23.42458,113.311
10016-51305,23.079723,113.374713
10016-51306,23.093772,113.402356
42266-57171,23.152385,113.245611
42266-57172,23.152385,113.245611
10043-44108,0.0,0.0
10016-51308,23.09638,113.39252
42260-38832,23.1966,113.32407
9489-27284,23.12751,113.2511
9489-27285,23.12751,113.2511
9489-27281,23.13,113.247528
9449-15631,23.35149,113.29237
42265-13491,23.13107,113.37484
42265-13492,23.13107,113.37484
42259-37261,23.145872,113.340516
42265-45331,23.124151,113.351933
9508-56564,0.0,0.0
9475-48797,0.0,0.0
42288-23048,23.47473,113.73939
10036-41824,23.24067,113.29441
42288-23047,23.47473,113.73939
42288-23046,23.47473,113.73939
9475-48798,0.0,0.0
9434-51367,0.0,0.0
10307-49417,0.0,0.0
10007-35991,0.0,0.0
9999-53023,23.16987,113.31138
9999-53022,23.16987,113.31138
9999-53021,23.16987,113.31138
9999-53027,23.16847,113.32021
9999-53024,23.17311,113.32024
42259-51721,23.16498,113.407532
42259-2966,23.22574,113.56481
42259-59552,23.19801,113.35983
42259-59553,23.19801,113.35983
42259-59551,23.19801,113.35983
42267-9041,23.07342,113.40869
42260-54371,23.17889,113.316146
9508-27828,23.1313,113.26913
9508-27829,23.1313,113.26913
10314-59009,0.0,0.0
10314-59008,0.0,0.0
9508-27822,23.12917,113.2786
9508-27821,23.12917,113.2786
10313-51621,23.11358,113.24279
9489-59764,23.12846,113.25198
9489-59765,23.12846,113.25198
9489-59766,23.12846,113.25198
9489-59761,0.0,0.0
9489-59762,0.0,0.0
9489-59763,0.0,0.0
42266-10512,23.17326,113.25456
42266-10511,23.17326,113.25456
42260-2511,23.204641,113.243221
9442-11824,0.0,0.0
42261-11752,23.3896,113.25882
42260-2512,23.204641,113.243221
9495-56132,23.13696,113.31386
9449-28884,23.38948,113.29761
9450-11391,0.0,0.0
10023-23017,23.147204,113.62835
9434-32631,0.0,0.0
42263-24692,22.80007,113.49304
42263-24693,22.80007,113.49304
42263-24691,22.80007,113.49304
10036-57011,0.0,0.0
42259-17663,0.0,0.0
10299-17717,23.11338,113.36214
10299-17718,23.11338,113.36214
9743-59974,0.0,0.0
42268-20453,22.92422,113.42644
9444-35627,23.06421,113.28371
42268-20451,22.92422,113.42644
9434-32633,0.0,0.0
9444-35628,23.06421,113.28371
9444-35629,23.06421,113.28371
9475-58177,23.14473,113.43086
42259-51401,0.0,0.0
42259-50181,23.177789,113.343213
10332-32824,0.0,0.0
42266-35303,23.112376,113.276075
42266-35302,23.112376,113.276075
42266-35301,23.112376,113.276075
42259-51411,0.0,0.0
9481-52751,23.09841,113.25066
42266-20526,23.10006,113.26883
9481-52757,23.10394,113.25799
42259-54601,0.0,0.0
9447-56173,0.0,0.0
9447-56171,0.0,0.0
9422-25304,23.1969,113.35025
9422-25305,23.1969,113.35025
9422-25306,23.1969,113.35025
10303-34921,23.459335,113.147685
10303-34923,23.464475,113.143096
10303-34922,23.454737,113.147162
42288-23286,0.0,0.0
10312-25387,23.123063,113.233371
10038-22884,23.15179,113.48255
42266-50311,23.149152,113.240726
42266-50312,23.149152,113.240726
9444-28157,23.069131,113.287888
10004-44334,23.18779,113.32026
10004-44333,23.18779,113.32026
10004-44332,23.18779,113.32026
10004-44331,23.18779,113.32026
10326-23556,22.96976,113.293968
10326-23555,0.0,0.0
9730-50891,0.0,0.0
42261-27743,23.419854,113.199018
9447-25769,22.997862,113.337504
9447-25768,22.995645,113.340966
9447-25761,23.00361,113.35083
10309-50215,0.0,0.0
9447-25762,23.006165,113.348378
9447-25767,22.999931,113.341545
9496-13136,23.118559,113.598426
9496-13134,23.11957,113.603216
42261-27742,23.419854,113.199018
9423-23497,23.12797,113.30923
9475-53281,0.0,0.0
9475-53282,23.150825,113.435061
9475-53283,0.0,0.0
10004-44484,0.0,0.0
10309-50214,0.0,0.0
10328-23487,23.13319,113.29879
9472-19415,23.13249,113.34053
9472-19416,23.13249,113.34053
9675-20254,0.0,0.0
42265-11171,23.10277,113.35327
9472-19411,23.13249,113.34053
9472-19412,23.13249,113.34053
42265-11172,23.10277,113.35327
9460-13797,23.070938,113.183036
10307-23345,0.0,0.0
10307-23344,0.0,0.0
10307-23346,0.0,0.0
42259-53371,0.0,0.0
42259-53372,0.0,0.0
42259-53373,0.0,0.0
9472-22227,23.13054,113.33774
10306-1141,0.0,0.0
9472-22229,23.13054,113.33774
10306-1142,23.011729,113.290977
10306-1145,23.014239,113.290483
10306-1144,0.0,0.0
42266-46761,23.111828,113.249928
9510-26776,23.25594,113.30471
9510-26777,23.25594,113.30471
9510-26774,23.25594,113.30471
9510-26775,23.25594,113.30471
10014-16971,23.14275,113.24979
10014-16972,23.14275,113.24979
9692-37751,0.0,0.0
9425-13891,23.16503,113.40783
9432-17184,22.915768,113.386177
10017-10588,23.12471,113.30097
10017-10587,23.12471,113.30097
9736-42355,23.038382,113.307079
42268-19642,0.0,0.0
42268-19643,0.0,0.0
9445-51309,23.03672,113.33445
9448-59332,23.29528,113.27758
9448-59333,23.29528,113.27758
9448-59331,23.29528,113.27758
10327-56889,23.156849,113.304862
10007-23594,23.451473,113.175334
9675-14617,22.947286,113.336186
10307-24847,23.499229,113.285227
9436-48771,0.0,0.0
10038-45151,0.0,0.0
10038-45152,23.143249,113.529631
9496-65406,0.0,0.0
9496-65407,0.0,0.0
9496-65404,23.100127,113.582047
9496-65405,23.108204,113.597582
9496-65402,23.106335,113.556178
9496-65403,0.0,0.0
9496-65400,23.109016,113.574699
9496-65401,23.101798,113.566166
9496-65408,0.0,0.0
9496-65409,0.0,0.0
9441-39124,23.042259,113.38098
9475-50165,23.1736,113.442
9475-50166,23.1736,113.442
9475-50168,23.16886,113.44987
9475-50169,23.16886,113.44987
9493-25677,23.1235,113.38973
42260-52531,23.24846,113.30441
42260-52533,23.24846,113.30441
42260-52532,23.24846,113.30441
42260-52534,23.24846,113.30441
10310-25525,23.41251,113.157268
10310-25524,23.416793,113.153072
42266-63811,23.15545,113.21997
9495-46677,23.13614,113.31412
42266-63813,23.15545,113.21997
9472-31981,23.13081,113.32295
9435-59347,0.0,0.0
9435-59346,23.193484,113.558733
42265-36884,23.128235,113.277587
9435-59344,0.0,0.0
42265-36882,23.128235,113.277587
42265-36883,23.128235,113.277587
42265-36881,23.128235,113.277587
10029-30888,23.10917,113.33272
9741-50871,0.0,0.0
9741-50872,0.0,0.0
10029-30887,23.10917,113.33272
42259-13172,23.18347,113.44482
42259-13173,23.18347,113.44482
42259-13171,23.18347,113.44482
42259-19152,23.20503,113.36903
9437-30939,23.13436,113.25402
42259-19151,23.20503,113.36903
9500-28087,23.098762,113.279552
9437-30938,23.13436,113.25402
9472-47454,23.13186,113.32333
9457-36982,23.34948,113.40434
10029-46409,0.0,0.0
9509-12304,23.11091,113.40431
9457-36981,23.34948,113.40434
10029-46404,0.0,0.0
10029-46407,0.0,0.0
10029-46401,0.0,0.0
42269-39261,23.064381,113.530337
10029-46403,0.0,0.0
9423-50453,23.11918,113.30435
9423-50452,23.11918,113.30435
9423-50455,23.11815,113.30831
9423-50456,23.11815,113.30831
9749-14566,23.097365,113.236676
9749-14567,0.0,0.0
42261-60881,0.0,0.0
9484-40474,23.12054,113.27557
9692-31724,0.0,0.0
9458-54446,0.0,0.0
42259-51441,0.0,0.0
9461-31665,0.0,0.0
42266-35071,23.11871,113.24845
42288-52381,23.28813,113.80435
10041-21004,23.18541,113.24778
42266-35073,23.11871,113.24845
9435-18695,23.276996,113.575546
42288-37411,23.264833,113.612082
9692-37764,0.0,0.0
9432-36407,22.93555,113.3819
42266-31291,23.126618,113.241638
42266-31292,23.126618,113.241638
9455-48618,0.0,0.0
10316-27451,23.12556,113.26417
9455-48615,22.955729,113.423356
9455-48614,22.960097,113.426835
9455-48617,0.0,0.0
9455-48616,22.963318,113.423256
9455-48611,22.961996,113.422411
10033-13737,0.0,0.0
10316-27459,23.12875,113.26329
9455-48612,22.959375,113.427928
42266-30741,23.120772,113.265466
42266-30742,23.120772,113.265466
42266-30743,23.120772,113.265466
10042-23116,0.0,0.0
10312-45827,0.0,0.0
42259-18201,0.0,0.0
42259-18203,0.0,0.0
42259-18202,0.0,0.0
10038-46541,23.140185,113.53059
10332-56877,0.0,0.0
10332-56879,0.0,0.0
10332-56878,0.0,0.0
42265-65431,23.144058,113.272966
10324-46785,23.53459,113.59444
10324-46784,23.53459,113.59444
9484-35017,23.111,113.2577
10324-46786,23.53459,113.59444
9464-58587,0.0,0.0
9747-21504,23.19877,113.32167
42259-871,23.1298,113.401
42259-873,23.1298,113.401
42259-872,23.1298,113.401
9466-15071,23.17667,113.34139
9466-15073,23.17667,113.34139
9466-15072,23.17667,113.34139
9466-15075,23.17667,113.34139
9466-15074,23.17667,113.34139
9466-15077,23.1775,113.3397
9466-15076,23.17667,113.34139
9466-15078,23.1775,113.3397
9741-50899,23.126924,113.651164
10309-38251,0.0,0.0
10309-38253,22.796745,113.389096
10309-38252,0.0,0.0
42259-42961,0.0,0.0
10038-37417,0.0,0.0
10333-39132,0.0,0.0
10013-25152,23.20905,113.2201
10013-25153,23.20905,113.2201
9437-27254,23.1357,113.25216
10013-25151,23.20905,113.2201
9437-27252,23.13557,113.25101
9451-27617,23.13622,113.28475
9451-27614,23.13927,113.27959
9437-27251,23.13557,113.25101
42259-30971,0.0,0.0
10333-39133,0.0,0.0
10302-55757,0.0,0.0
10034-15212,23.14237,113.40639
9740-58831,0.0,0.0
10034-15216,23.14237,113.40639
10034-15215,23.14237,113.40639
9482-10947,23.09849,113.26564
9482-10948,23.09849,113.26564
9482-10949,23.09849,113.26564
10027-17367,0.0,0.0
42260-49151,23.185824,113.328575
9475-56136,0.0,0.0
10015-28294,0.0,0.0
10015-28295,0.0,0.0
10015-28296,0.0,0.0
10302-55754,23.086685,113.519975
9439-59524,0.0,0.0
10021-58544,0.0,0.0
42261-56461,23.464103,113.414903
10323-12996,23.297429,113.825667
10323-12994,23.298714,113.828296
10323-12995,0.0,0.0
9488-31084,23.13926,113.31032
42266-6762,23.12952,113.25224
9475-58477,0.0,0.0
10018-24214,0.0,0.0
10018-24211,0.0,0.0
42265-38931,23.135998,113.31509
42265-38932,23.135998,113.31509
42265-31872,23.153311,113.303177
42265-31871,23.153311,113.303177
10017-14585,23.12432,113.29464
10017-14584,23.12432,113.29464
10017-14587,23.12432,113.29464
10017-14586,23.12432,113.29464
10017-14589,23.12432,113.29464
10017-14588,23.12432,113.29464
10029-33938,23.12356,113.32496
10026-20514,23.21797,113.3229
10043-45691,0.0,0.0
10043-45693,0.0,0.0
10304-54414,0.0,0.0
10029-33937,23.12356,113.32496
42265-22118,23.13918,113.284207
42265-22117,23.13918,113.284207
42265-22116,23.13918,113.284207
9479-52449,0.0,0.0
10304-54415,0.0,0.0
10332-17533,22.889008,113.390049
9464-45462,0.0,0.0
9496-40865,23.103221,113.548089
9496-40864,23.110857,113.551007
9496-40866,23.107505,113.545805
10307-57845,23.489489,113.2857
10299-28464,23.12183,113.37515
42266-43111,23.133912,113.243129
10316-31797,23.13222,113.26139
10316-31798,23.13222,113.26139
9998-9156,0.0,0.0
9482-30391,23.10292,113.2623
9998-9155,0.0,0.0
10044-57481,23.55975,113.56868
42265-47601,23.130049,113.341063
42259-18582,0.0,0.0
42259-18583,0.0,0.0
42259-18581,0.0,0.0
10310-32904,0.0,0.0
42260-26073,23.26626,113.30501
42260-26072,23.26626,113.30501
42260-26071,23.26626,113.30501
10013-41837,23.22807,113.18666
9464-27115,0.0,0.0
10303-13281,23.462309,113.148837
9464-27116,23.350859,113.628668
42275-25373,23.31916,113.0486
42275-25372,23.31916,113.0486
42275-25371,23.31916,113.0486
10327-18732,23.15837,113.30095
9474-18117,23.14169,113.33843
42259-50472,0.0,0.0
42259-42951,0.0,0.0
42265-30053,23.10615,113.35277
42265-30052,23.10615,113.35277
42265-30051,23.10615,113.35277
10332-12144,22.902864,113.473392
10015-22241,23.1053,113.4783
9474-48511,23.1434,113.33672
10320-16467,23.2254,113.2591
10320-16468,23.2254,113.2591
10329-29161,23.14738,113.27442
10034-58541,0.0,0.0
9746-61947,23.15308,113.19611
9746-61946,23.16533,113.21699
9746-61945,23.17532,113.22047
9746-61944,23.17532,113.22047
9484-45377,0.0,0.0
9749-20924,23.09585,113.23005
9746-61941,23.17532,113.22047
9484-57815,0.0,0.0
9746-61949,23.15308,113.19611
42261-63141,23.43945,113.31963
9437-27267,23.13588,113.24813
42261-63143,23.43945,113.31963
42261-63142,23.43945,113.31963
42288-17901,23.283007,113.818933
10307-35003,0.0,0.0
42288-17903,23.283007,113.818933
42288-17902,23.283007,113.818933
9435-18696,23.282604,113.577112
9435-18694,0.0,0.0
10307-35002,23.469074,113.220341
10004-43404,0.0,0.0
9451-27621,23.13809,113.28074
10004-43406,0.0,0.0
9483-46706,0.0,0.0
9449-29917,23.37778,113.29289
9486-35291,23.19574,113.26733
10307-33417,23.496288,113.265588
10307-33418,0.0,0.0
10307-33419,0.0,0.0
9743-18971,0.0,0.0
42261-48071,23.401082,113.199487
10321-56239,0.0,0.0
42259-8611,23.14376,113.33858
42259-8612,23.14376,113.33858
42259-8613,23.14376,113.33858
9434-20268,22.949639,113.358456
42265-45511,0.0,0.0
9434-20267,22.952969,113.356203
10302-50696,23.09458,113.52567
42260-40481,0.0,0.0
9692-12241,0.0,0.0
9745-46536,0.0,0.0
9745-46534,0.0,0.0
9745-46535,0.0,0.0
9445-50411,0.0,0.0
9496-38591,23.121284,113.60965
9464-9083,0.0,0.0
10044-25163,23.58271,113.51333
10044-25162,23.58271,113.51333
10044-25161,23.58271,113.51333
9454-37854,23.09602,113.29286
10316-59376,0.0,0.0
42266-46561,23.125465,113.265126
42266-46562,23.125465,113.265126
10325-47971,23.16658,113.37425
10006-21337,23.400577,113.213606
10316-51618,23.1225,113.26152
9487-46495,0.0,0.0
9472-15089,23.13529,113.33533
9472-15088,23.13529,113.33533
9487-46491,0.0,0.0
9472-15083,23.13306,113.33501
9472-15082,23.13306,113.33501
9472-15081,23.13306,113.33501
9472-15087,23.13529,113.33533
9472-15086,23.13306,113.33501
9472-15085,23.13306,113.33501
9472-15084,23.13306,113.33501
10307-65400,0.0,0.0
10307-65401,0.0,0.0
10307-65402,23.526608,113.219959
10307-65403,0.0,0.0
10307-65404,23.57202,113.276024
10307-65405,0.0,0.0
10307-65406,0.0,0.0
10307-65407,0.0,0.0
10307-65408,0.0,0.0
10313-38501,23.110625,113.247777
10313-38502,23.110625,113.247777
10023-13251,0.0,0.0
10031-39357,22.773507,113.584493
9736-18052,23.025694,113.326154
42260-24562,0.0,0.0
10007-39103,0.0,0.0
10010-52014,23.088878,113.34134
10010-52015,23.088878,113.34134
10040-55794,0.0,0.0
10027-20318,0.0,0.0
10027-20319,0.0,0.0
10027-20317,0.0,0.0
10027-20312,0.0,0.0
10027-20313,23.1882,113.561781
9739-30255,0.0,0.0
10027-20311,23.186894,113.56508
9426-38254,23.127,113.34908
9426-38255,23.127,113.34908
10029-43367,0.0,0.0
9441-59372,0.0,0.0
9441-59371,0.0,0.0
10308-24354,0.0,0.0
10308-24355,0.0,0.0
10308-24356,0.0,0.0
10308-18461,23.314288,113.691441
10325-16808,23.1827,113.36266
10325-16809,23.1827,113.36266
10325-16806,23.17364,113.382
10325-16807,23.1827,113.36266
10325-16805,23.17364,113.382
9479-14995,23.1514,113.3612
9479-14994,23.1514,113.3612
9479-14997,23.1514,113.3612
9479-14996,23.1514,113.3612
9459-17174,23.14718,113.35836
42259-17582,0.0,0.0
42259-17581,0.0,0.0
10321-53178,0.0,0.0
42260-21132,23.22511,113.31437
42260-21131,23.22511,113.31437
42268-25201,22.86451,113.42294
42259-26843,23.13328,113.40238
42268-25203,22.86451,113.42294
42268-25202,22.86451,113.42294
10321-59329,0.0,0.0
9675-17281,0.0,0.0
42267-5111,22.96193,113.33419
42267-5113,22.96193,113.33419
42267-5112,22.96193,113.33419
9734-10645,23.15792,113.2292
10008-65426,0.0,0.0
10008-65427,23.226297,113.874385
10032-57044,22.690005,113.552595
9472-19894,23.13074,113.33214
10008-65423,0.0,0.0
10008-65420,0.0,0.0
10008-65421,23.17096,113.863971
10008-65428,0.0,0.0
10008-65429,23.205431,113.850752
42275-15558,23.30995,113.13578
9470-12711,23.14528,113.32162
42259-17051,0.0,0.0
42275-15556,23.30995,113.13578
42275-15557,23.30995,113.13578
42266-43041,23.114404,113.231579
42267-4441,23.04689,113.29866
42267-4442,23.04689,113.29866
42267-4443,23.04689,113.29866
9437-38752,23.14118,113.25291
10328-41971,23.13042,113.29895
42266-2292,23.055244,113.216693
42266-2293,23.055244,113.216693
10310-24107,23.404181,113.157647
10310-24104,0.0,0.0
42267-52461,22.9251,113.28137
42267-52462,22.9251,113.28137
42267-52463,22.9251,113.28137
42267-52464,22.9251,113.28137
42261-42782,23.40595,113.16407
42259-6662,0.0,0.0
42259-6661,0.0,0.0
9734-53069,23.14803,113.24102
42267-4993,0.0,0.0
42289-9638,23.625379,113.758918
10010-26234,23.09097,113.31992
9728-20011,0.0,0.0
9462-30812,23.072013,113.264145
9462-30813,23.072013,113.264145
42289-9636,23.625379,113.758918
42289-9637,23.625379,113.758918
9426-52893,0.0,0.0
42265-34543,23.121852,113.324528
9429-49525,22.910973,113.345513
9429-49524,0.0,0.0
9429-49526,0.0,0.0
42267-19533,22.95474,113.30193
42267-19532,22.95474,113.30193
42267-19531,22.95474,113.30193
10017-38187,23.12135,113.28798
42289-19011,23.56208,113.6096
42289-19012,23.56208,113.6096
42289-19013,23.56208,113.6096
9434-47151,0.0,0.0
9434-32632,22.953813,113.368075
9745-25121,23.391936,113.272177
10300-53688,0.0,0.0
10300-53689,0.0,0.0
9488-46607,0.0,0.0
42260-15343,0.0,0.0
42260-15342,0.0,0.0
42260-15341,0.0,0.0
9475-44587,0.0,0.0
9475-44588,0.0,0.0
42288-64543,23.45011,113.89219
42288-64542,23.45011,113.89219
42288-64541,23.45011,113.89219
42263-21391,22.97837,113.48415
42263-21392,22.97837,113.48415
42263-21393,22.97837,113.48415
42263-4351,22.77249,113.5488
42263-4352,22.77249,113.5488
